Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,transaction_distance,transaction_hour
90072,1369,6011504998544485,627,12,1069.04,27,470,0,420,394,1,36749,32.5104,-86.8138,1089,287,497,17491,1329961758,33.223426,-87.809106,1,75.92526974148294,
81522,1237,213125815021702,367,11,869.13,1,235,1,423,72,34,12410,42.074,-74.453,397,370,29,13213,1329522890,41.281537,-74.337642,1,55.0156334573579,
177850,15932,3540075240003197,73,4,55.82,71,220,1,897,461,23,55046,44.4477,-93.4252,5211,78,765,18467,1377222682,44.324158,-94.100346,0,34.499986263053756,
288769,3687,4996263498048679,645,4,397.97,202,233,0,154,764,4,95567,41.9404,-124.1587,1930,494,690,3464,1337654697,41.713509,-125.091116,1,50.614466512442824,
1290340,14104,36890292963032,337,11,1077.64,205,461,0,397,288,10,30426,33.0437,-81.7106,1100,105,149,3213,1371593627,33.397856,-81.736762,1,24.4537602422187,
266177,16790,372965408103277,70,11,1203.92,97,368,0,541,417,32,87417,36.741,-108.351,6910,448,213,14715,1380319627,37.458851,-108.29787,1,49.589541811972026,
29247,14491,348253506557335,481,6,42.02,330,159,1,334,295,1,36541,30.4983,-88.3282,15647,34,127,3199,1372622050,30.385362,-87.93919100000001,0,24.48724477339244,
536181,5967,4260128500325,546,7,24.99,350,151,0,37,206,17,41812,37.2409,-82.7696,230,103,931,5171,1345294494,37.936702,-83.287337,0,55.766981140404745,
952710,10312,4640395708703,197,7,19.69,241,238,0,688,271,18,70732,30.6576,-91.6264,1178,99,160,5565,1358449923,29.891536,-92.06286,0,58.8685844894432,
893206,9661,6011581063717667,484,12,737.77,166,342,1,408,92,24,63533,40.1959,-92.4333,805,354,476,13463,1356387923,40.932816,-91.672178,1,64.72657167945519,
232024,16455,213161293389774,20,4,298.32,65,462,0,764,872,34,14586,43.0397,-77.6871,10256,454,437,10983,1379043089,43.658206,-77.463145,1,44.16348002446286,
188707,2545,4587657402165341815,304,11,11.7,11,249,0,645,645,14,60958,41.0646,-87.5917,2135,376,980,9247,1333830960,40.893636,-88.423489,0,45.070180242648185,
23962,352,3536918668124647,42,12,969.64,248,226,0,463,735,4,95148,37.3304,-121.7913,973849,408,204,1715,1326580117,36.709536,-122.649175,1,63.899386926307294,
29912,14504,4761403817546679245,279,6,277.68,105,215,0,703,843,2,72583,36.3924,-91.9932,1679,369,752,12531,1372634481,36.308326,-92.353418,1,20.911169124913638,
1027775,11239,374930071163758,357,3,8.17,92,121,1,626,712,22,48174,42.2203,-83.3583,31515,347,498,6359,1362191227,41.516304,-83.85433499999999,1,54.91332125619472,
133024,15455,30199621383748,686,1,124.27,329,349,0,109,444,43,75452,33.4044,-96.2238,4090,439,603,6985,1375817557,34.298984999999995,-96.761756,1,68.98188110030803,
574375,6348,3537797820923602,474,2,20.42,72,288,0,540,524,47,98836,47.4852,-120.4158,584,294,450,6276,1346469290,48.043307,-121.017655,1,47.67249352617095,
121745,15343,4653879239169997,25,4,298.35,252,433,0,312,766,17,42171,37.0581,-86.1938,6841,473,952,2171,1375490380,37.356155,-85.517653,1,42.584179163351266,
237373,3107,630423337322,196,4,94.09,312,161,0,439,619,47,99160,48.8878,-118.2105,149,431,619,8714,1335680611,48.865733,-117.992896,0,10.03468288607464,
149081,2146,4003989662068504,674,9,2.71,70,468,1,993,68,1,35022,33.3224,-86.9657,71463,386,805,4074,1332349794,33.684663,-86.9229,0,25.08859073728311,0.0
586143,6457,341546199006537,41,6,26.47,231,48,1,865,844,0,99783,64.7556,-165.6723,145,9,70,817,1346884340,64.141491,-166.558056,0,50.11815117221456,
531555,5918,36153880429415,485,1,33.81,122,417,1,851,429,9,33809,28.1762,-81.9591,237282,345,144,7199,1345176980,27.698116,-81.779625,0,34.70200827517306,
975549,10564,6500249000784905,649,11,876.6,25,464,1,829,892,27,28412,34.1572,-77.9141,186140,2,393,4469,1359585608,33.413037,-78.552121,1,63.076870153875575,
137322,2000,584673555952,260,5,70.63,168,224,0,72,162,28,58531,47.5196,-101.2332,307,281,24,6383,1331909928,47.631216,-100.769352,0,23.014719715452177,0.0
958225,10396,6538891242532018,201,12,751.85,173,375,0,593,846,2,72476,36.0244,-90.9288,7155,162,603,9830,1358669433,35.890224,-90.774805,1,12.652868852516844,
981455,10654,6534628260579800,6,11,1011.53,74,182,0,307,353,46,5461,44.3346,-73.098,4542,86,942,790,1359847870,44.463247,-72.776088,1,18.24393871215556,
214738,2854,4933461930348832,106,0,495.11,280,67,1,525,519,23,55403,44.9673,-93.2828,1022298,72,595,3219,1334874350,44.325459,-93.359615,1,44.48043967264453,
208322,2754,3587044315915002,682,9,32.64,71,377,1,511,296,42,38039,35.0659,-89.1534,1804,91,556,9041,1334554122,34.548379,-89.00976999999999,0,36.59705854693211,
652718,7259,4260128500325,593,11,820.05,350,151,0,37,206,17,41812,37.2409,-82.7696,230,103,931,5200,1349441167,37.854486,-82.371553,1,47.62699619560247,
1213743,13299,4969856774088583,177,8,753.02,153,353,0,281,509,18,70003,29.9975,-90.2146,137067,12,163,11673,1369264337,29.311329,-90.751905,1,57.25802257572272,
17228,223,4587577161160601,414,9,830.58,333,242,0,117,578,21,4555,44.0943,-69.4828,1643,196,587,7632,1326267974,43.751528,-68.67704300000001,1,46.65608640514335,
395479,4664,630441765090,112,7,49.02,315,457,0,777,493,43,76857,31.9571,-98.9656,1791,111,376,8738,1341003449,32.754224,-97.988775,0,79.2518092993056,
1213964,13306,4433091568498503,231,2,12.87,220,102,0,506,281,20,20882,39.2335,-77.1458,135332,87,51,18371,1369275191,40.088278,-77.878508,1,70.73851060717418,
11585,115,6011492816282597,388,1,121.2,132,19,1,308,763,2,71762,33.3398,-92.7442,2501,195,754,16269,1325965141,32.631454999999995,-93.421476,0,62.68979538193897,
1071967,11789,2703186189652095,200,11,6.72,164,18,0,576,532,27,28654,36.0788,-81.1781,3495,372,791,11909,1363879038,36.110484,-81.88351899999999,0,39.5342211628796,
74890,1143,3520550088202337,510,11,1078.8,246,453,1,152,363,23,55606,47.8342,-90.0476,272,203,971,7031,1329143042,47.707475,-91.040804,1,47.079382822221625,
200283,16142,6596735789587928,465,10,19.13,309,472,1,107,853,23,55388,44.9595,-93.8482,5619,273,257,4171,1377901242,44.594603,-92.912222,1,52.47807210041551,
667218,7420,3521417320836166,75,13,4.23,16,197,0,80,378,15,46254,39.849,-86.272,910148,198,577,4680,1349990605,40.434288,-86.032154,0,42.33216009765983,
48035,720,373213026644490,142,8,731.6,39,409,1,362,734,4,92101,32.7185,-117.1593,1241364,102,788,15172,1327802395,31.967624,-116.858395,1,54.6515398414903,
628488,6952,6592243974328236,417,9,1.28,270,183,1,980,527,1,36111,32.3374,-86.2715,214703,73,895,3292,1348437803,32.977196,-85.29878599999999,0,71.82444118135892,
238111,3112,4710792708725663,470,0,71.88,189,25,1,957,143,15,46723,41.229,-85.3244,7692,393,762,13588,1335705438,41.904794,-84.469769,0,64.31972906664232,
521999,5822,3501365119557234,78,7,3.99,93,5,0,880,466,32,88256,32.274,-104.0914,1925,146,168,19205,1344808001,31.531218,-103.233429,0,71.84867593883057,
1168052,12728,6011360759745864,192,7,48.71,314,472,1,228,237,45,22824,38.8432,-78.6003,6018,127,125,3481,1367534058,38.467752,-78.83886700000001,0,28.934061172413077,
605564,6721,213136802746375,352,4,331.13,74,102,0,747,369,3,86329,34.5189,-112.2523,1179,85,200,12650,1347645268,33.977393,-113.057223,1,59.2932239015163,
146156,2090,38295635583927,66,7,18.47,57,48,0,942,600,43,79539,33.3749,-99.8473,178,489,691,337,1332199986,32.800187,-99.445698,1,45.94971736094071,0.0
150814,15678,4861310130652566408,644,0,126.1,27,93,0,666,725,18,70774,30.2385,-90.8435,10076,445,613,10200,1376331470,30.603659000000004,-89.999048,0,56.33970762152134,
731037,8133,3547560454237873,105,11,1210.19,166,372,1,214,26,22,49613,44.5232,-86.2061,680,126,404,17835,1352415333,45.390227,-85.996178,1,60.74948283455802,
693394,7779,30074693890476,17,12,304.21,201,364,0,896,354,16,67851,37.9931,-100.9893,2691,29,877,3105,1350934011,38.876014,-100.203647,0,74.3329727150317,
133275,15458,4518350514020532,630,11,969.54,75,172,1,966,854,9,33873,27.5517,-81.8074,14742,457,869,4213,1375826730,26.868866,-81.77568000000001,1,47.05514174269236,
397992,4723,4334230547694630,611,5,110.46,298,263,1,762,274,50,83120,43.0172,-111.0292,471,145,417,6079,1341065914,43.611881,-110.568521,0,47.165514873401385,
396140,4696,4265776278887457,645,4,374.46,74,32,0,692,251,2,72047,35.2087,-92.2123,969,339,185,15632,1341018726,35.081149,-92.174945,1,9.043802227583889,
961535,10424,180064817343047,178,0,16.05,264,165,0,905,784,17,40170,37.9048,-86.524,344,71,410,11181,1358859020,38.662814,-85.567902,0,73.72344734741216,
1178067,12861,4319584480204988982,202,7,55.44,195,310,0,9,185,17,41810,37.1788,-82.695,502,75,276,6825,1367863087,38.056282,-82.073021,0,69.47203044392617,
351626,4240,3543299015720986,436,3,41.3,16,468,0,133,441,45,24266,36.8809,-82.0956,9521,451,612,12873,1339658834,36.820847,-82.533721,0,24.629991148964404,
802483,8856,3506042666828517,17,12,781.95,74,51,0,358,169,49,25049,38.1372,-81.5962,630,197,267,13990,1354664245,38.020455,-82.434497,1,46.40607257278259,
563765,6216,3526826139003047,243,2,20.2,258,266,1,591,262,22,49632,44.2529,-85.01700000000001,1126,205,206,3368,1346114121,44.243835,-85.55402099999999,1,26.659355501983487,
515374,5765,4642255475285942,36,8,1.46,290,221,0,325,808,44,84540,38.9999,-109.615,46,443,770,7044,1344667113,38.696122,-109.490867,0,21.99845135555283,
458482,5217,5540636818935089,199,10,139.17,203,141,1,338,440,19,1843,42.6911,-71.1605,76383,216,727,3769,1342905852,42.802741,-71.220957,0,8.297341601012077,
315017,3933,374125201044065,625,2,49.77,75,160,1,210,850,7,20012,38.9757,-77.0282,601723,323,477,16260,1338545605,39.636761,-77.412733,0,50.04393814683086,
1018750,11099,2703186189652095,408,10,46.54,164,18,0,576,532,27,28654,36.0788,-81.1781,3495,372,791,13216,1361723290,36.337566,-80.398505,0,47.07376390554773,
468426,18743,4607072969078276,504,11,832.81,44,341,0,30,179,36,73027,35.8985,-97.2607,1493,23,724,10897,1386901016,36.209032,-97.251376,1,21.41672038209184,
320874,3966,180058696935600,448,8,777.44,280,19,1,130,201,34,13752,42.18899999999999,-74.9229,782,68,969,10960,1338674822,42.865917,-74.013853,1,65.85511899652181,
